Movie,LBRating,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
The Fifth Element,3.71,126,2:06,"English,Swedish,German",Luc Besson,1997,"Science Fiction,Adventure,Action,Thriller,Fantasy",France,16067,201253,"Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm,Chris Tucker,Luke Perry,Brion James,Tom 'Tiny' Lister Jr.,Lee Evans,Charlie Creed-Miles,Tricky,John Neville,John Bluthal,Mathieu Kassovitz,Christopher Fairbank,Kim Chan,Richard Leaf,Julie T. Wallace,Al Matthews,Maïwenn,John Bennett,Ivan Heng,Sonita Henry,Tim McMullan,Hon Ping Tang,George Khan,John Hughes,Roberto Bryce,Said Talidi,Clifton Lloyd Bryan,Justin Lee Burrows,Richard Ashton,Jerome St. John Blake,Kevin Molloy,Bill Reimbold,Colin Brooks,Anthony Chinn,Sam Douglas,Derek Ezenagu,David Kennedy,David Barrass,Roger Monk,Mac McDonald,Mark Seaton,Jean-Luc Caron,Riz Meedin,Jerry Ezekiel,Indra Ové,Nicole Merry"
Top Gun,3.35,110,1:50,English,Tony Scott,1986,"Drama,Action,Romance",USA,79272,410216,"Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt,Michael Ironside,John Stockwell,Barry Tubb,Rick Rossovich,Tim Robbins,Clarence Gilyard Jr.,Whip Hubley,James Tolkan,Meg Ryan"
Watchmen,3.58,163,2:43,English,Zack Snyder,2009,"Action,Mystery,Science Fiction",USA,22451,297876,"Malin Åkerman,Patrick Wilson,Billy Crudup,Matthew Goode,Jackie Earle Haley,Jeffrey Dean Morgan,Carla Gugino,Laura Mennell,Matt Frewer,Stephen McHattie,Rob LaBelle,Gary Houston,James M. Connor,Mary Ann Burger,John Shaw,Robert Wisden,Jerry Wasserman,Don Thompson,Frank Novak,Sean Allan,Garry Chalk,Stephanie Belding,Michael Kopsa,William S. Taylor,Chris Burns,Malcolm Scott,Danny Wattley,Nhi Do,Walter Addison,David MacKay,Keith Martin Gordey,Fulvio Cecere,Ted Cole,Mark Acheson,John Destry,Chris Gauthier,L. Harvey Gold,Jay Brazeau,Jesse Reid,Manoj Sood,Dan Payne,Niall Matter,Apollonia Vanova,Glenn Ennis,Darryl Scheelar,Clint Carleton,Brett Stimely,Carrie Genzel,Greg Travis,Greg Armstrong-Morris,Andrew Colthart,Bruce Crawford"
Rushmore,3.88,93,1:33,"English,French,Latin,Spanish",Wes Anderson,1998,"Comedy,Drama",USA,33786,215088,"Jason Schwartzman,Bill Murray,Olivia Williams,Seymour Cassel,Brian Cox,Mason Gamble,Sara Tanaka,Stephen McCole,Luke Wilson,Dipak Pallana,Andrew Wilson,Marietta Marich,Ronnie McCawley,Keith McCawley,Hae Joon Lee,Adebayo Asabi,Connie Nielsen,Al Fielder,Colin  Platt,George Farish,Francis Fernandez"
Child's Play,3.36,87,1:27,English,Tom Holland,1988,Horror,USA,18588,138127,"Catherine Hicks,Chris Sarandon,Alex Vincent,Brad Dourif,Dinah Manoff,Tommy Swerdlow,Jack Colvin,Neil Giuntoli,Juan Ramírez,Alan Wilder,Richard Baird"
The Lord of the Rings: The Fellowship of the Ring,4.33,179,2:59,English,Peter Jackson,2001,"Action,Fantasy,Adventure",New Zealand,77943,869987,"Elijah Wood,Ian McKellen,Viggo Mortensen,Sean Astin,Sean Bean,Billy Boyd,Dominic Monaghan,John Rhys-Davies,Ian Holm,Orlando Bloom,Liv Tyler,Hugo Weaving,Christopher Lee,Cate Blanchett,Andy Serkis,Marton Csokas,Craig Parker,Lawrence Makoare,Alan Howard,Noel Appleby,Sala Baker,Megan Edwards,Michael Elsworth,Mark Ferguson,Brent McIntyre,Peter McKenzie,Sarah McLeod,Ian Mune,Cameron Rhodes,Martyn Sanderson,Harry Sinclair,David Weatherley,Victoria Beynon-Cole,Lee Hartley,Sam La Hood,Chris Streeter,Jonathan Jordan,Semi Kuresa,Clinton Ulyatt,Paul Bryson,Lance Fabian Kemp,Jono Manks,Ben Price,Phil Grieve,Billy Jackson,Katie Jackson,Gino Acevedo"
Heat,4.18,170,2:50,"English,Spanish",Michael Mann,1995,"Drama,Thriller,Crime,Action",USA,47798,300041,"Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,Tom Sizemore,Diane Venora,Amy Brenneman,Ashley Judd,Kevin Gage,Mykelti Williamson,Wes Studi,Ted Levine,Natalie Portman,Danny Trejo,William Fichtner,Hank Azaria,Dennis Haysbert,Tom Noonan,Susan Traylor,Kim Staunton,Henry Rollins,Jerry Trimble,Martin Ferrero,Ricky Harris,Tone Loc,Begonya Plaza,Hazelle Goodman,Ray Buktenica,Jeremy Piven,Xander Berkeley,Rick Avery,Brad Baldridge,Andrew Camuccio,Brian Camuccio"
Empire of the Sun,3.74,153,2:33,"English,Japanese,Chinese",Steven Spielberg,1987,"War,History,Drama",China,4377,53007,"Christian Bale,John Malkovich,Miranda Richardson,Nigel Havers,Joe Pantoliano,Leslie Phillips,Masatō Ibu,Emily Richard,Rupert Frazer,Peter Gale,Takatarô Kataoka,Ben Stiller,David Neidorf,Ralph Seymour,Robert Stephens,Zhai Naishe"
Boyz n the Hood,3.98,112,1:52,English,John Singleton,1991,"Crime,Drama",USA,10498,103211,"Laurence Fishburne,Cuba Gooding Jr.,Ice Cube,Morris Chestnut,Angela Bassett,Nia Long,Tyra Ferrell,Lexie Bigham,Desi Arnez Hines II,John Cothran,Jessie Lawrence Ferguson,Tammy Hanson,Regina King,Yolanda Whittaker,Alysia Rogers,Leonette Scott,Esther Scott,Miya McGhee,John Singleton"
Flash Gordon,3.24,111,1:51,English,Mike Hodges,1980,"Fantasy,Comedy,Science Fiction,Adventure,Action",Netherlands,4440,28684,"Sam J. Jones,Melody Anderson,Max von Sydow,Topol,Ornella Muti,Timothy Dalton,Brian Blessed,Peter Wyngarde,Mariangela Melato,John Osborne,Richard O'Brien,John Hallam,Philip Stone,Suzanne Danielle,William Hootkins,Bobbie Brown,Ted Carroll,Adrienne Kronenberg,Stanley Lebor,John Morton,Burnell Tucker,Robbie Coltrane,Peter Duncan,Ken Sicklen,Tessa Hewitt,Venetia Spicer,Francis Mughan,Oliver MacGreevy"
Spring Breakers,2.82,94,1:34,English,Harmony Korine,2012,"Crime,Drama",France,25342,184516,"James Franco,Selena Gomez,Vanessa Hudgens,Ashley Benson,Rachel Korine,Gucci Mane,Heather Morris,Ash Lendzion,Sidney Sewell,Thurman Sewell,Emma Holzer,Lee Irby,Jeff Jarrett,Russell Curry"
The Boxer's Omen,3.81,104,1:44,"Cantonese,English,Tagalog,Chinese",Kuei Chih-Hung,1983,"Fantasy,Horror,Action",Hong Kong,1971,5833,"Phillip Ko,Elvis Tsui,Kar-Man Wai,Johnny Wang Lung-Wei,Bolo Yeung,Cheung Chok-Chow,Leung Hak-Shun,Tien-chu Chin,Ma Hon-Yuen,Wan Seung-Lam,Lai Yau-Hing,Lam Chi-Tai,Lau Chun,Gam Tin-Chue,Lam Hiu-Yin,Ha Kwok-Wing,David Lam Wai,Sai Gwa-Pau"
Her,4.03,126,2:06,English,Spike Jonze,2013,"Romance,Science Fiction,Drama",USA,93598,885166,"Joaquin Phoenix,Scarlett Johansson,Amy Adams,Rooney Mara,Chris Pratt,Olivia Wilde,Matt Letscher,Portia Doubleday,Spike Jonze,Bill Hader,Kristen Wiig,Artt Butler,SoKo,Brian Cox"
Django,3.74,93,1:33,Italian,Sergio Corbucci,1966,"Western,Action",Italy,4476,26980,"Franco Nero,José Bódalo,Loredana Nusciak,Ángel Álvarez,Eduardo Fajardo,Gino Pernice,Simón Arriaga,Giovanni Ivan Scratuglia,Remo De Angelis,Rafael Albaicín,José Canalejas,Luciano Rossi,Lucio De Santis,José Terrón,Yvonne Sanson,Flora Carosello,Romano Moraschini"
Love,3.16,134,2:14,"French,English",Gaspar Noé,2015,"Drama,Romance",Belgium,11626,83759,"Karl Glusman,Aomi Muyock,Klara Kristin,Ugo Fox,Juan Saavedra,Gaspar Noé,Isabelle Nicou,Benoît Debie,Vincent Maraval,Déborah Révy,Xamira Zuloaga,Stella Rocha,Omaima S.,Nikita Bellucci,Angell Summers,Ian Scott,Anna Polina,Kelly Pix"
Possession,4.12,124,2:04,"French,English",Andrzej Żuławski,1981,Horror,France,41853,125099,"Isabelle Adjani,Sam Neill,Margit Carstensen,Heinz Bennent,Johanna Hofer,Carl Duering,Shaun Lawton,Michael Hogben,Maximilian Rüthlein,Leslie Malton,Thomas Frey,Harry Riebauer,Dragomir Stanojević"
John Wick: Chapter 2,3.7,122,2:02,"English,Italian,Russian",Chad Stahelski,2017,"Thriller,Crime,Action",USA,40125,405672,"Keanu Reeves,Common,Ian McShane,Laurence Fishburne,Riccardo Scamarcio,Ruby Rose,Lance Reddick,Peter Stormare,Bridget Moynahan,Franco Nero,John Leguizamo,Claudia Gerini,Wass Stevens,Peter Serafinowicz,Luca Mosca,Tobias Segal,Thomas Sadoski,Chukwudi Iwuji,Yama,Erik Frandsen,David Patrick Kelly,Perry Yung,Youma Diakite,Midori Nakamura,Mario Donatone,Giorgio Carminati"
Pirates of the Caribbean: The Curse of the Black Pearl,3.87,143,2:23,English,Gore Verbinski,2003,"Action,Fantasy,Adventure",USA,34063,543855,"Johnny Depp,Orlando Bloom,Keira Knightley,Geoffrey Rush,Jack Davenport,Jonathan Pryce,Lee Arenberg,Mackenzie Crook,Damian O'Hare,Giles New,Angus Barnett,David Bailie,Michael Berry Jr.,Isaac C. Singleton Jr.,Kevin McNally,Treva Etienne,Zoe Saldaña,Guy Siner,Ralph P. Martin,Paula J. Newman,Paul Keith,Dylan Smith,Lucinda Dryzek,Luke de Woolfson,Michael Sean Tighe,Greg Ellis,Dustin Seavey,Christian Martin"
The Raid,3.93,101,1:41,Indonesian,Gareth Evans,2011,"Thriller,Crime,Action",France,17532,131923,"Iko Uwais,Joe Taslim,Donny Alamsyah,Yayan Ruhian,Pierre Gruno,Ray Sahetapy,Tegar Satrya,Iang Darmawan,Eka 'Piranha' Rahmadia,Verdi Solaiman,Alfridus Godfred,Rully Santoso,Melkias Ronald Torobi,Johanes Tuname,Sofyan Alop,R. Iman Aji,Ananda George,Yusuf Opilus,Mus Danang Danar Dono,Sunarto"
The Beyond,3.58,88,1:28,Italian,Lucio Fulci,1981,Horror,Italy,8532,32082,"Catriona MacColl,David Warbeck,Cinzia Monreale,Antoine Saint-John,Veronica Lazăr,Larry Ray,Al Cliver,Michele Mirabella,Giampaolo Saccarola,Maria Pia Marsala,Laura De Marchi,Calogero Azzaretto,Ottaviano Dell'Acqua,Roberto Dell'Acqua"
Oldboy,4.32,120,2:00,Korean,Park Chan-wook,2003,"Drama,Action,Mystery,Thriller",South Korea,47819,403700,"Choi Min-sik,Yoo Ji-tae,Kang Hye-jung,Kim Byeong-ok,Ji Dae-han,Oh Dal-su,Seung-shin Lee,Yoon Jin-seo,Oh Tae-kyung,Yoo Yeon-seok,Yoo Il-han,Oh Gwang-rok,Park Myung-shin,Lee Dae-yeon,Kim Su-hyun"
Kingsman: The Secret Service,3.72,129,2:09,"English,Arabic",Matthew Vaughn,2014,"Action,Comedy,Crime,Adventure",UK,34283,544801,"Taron Egerton,Colin Firth,Samuel L. Jackson,Mark Strong,Sophie Cookson,Sofia Boutella,Michael Caine,Mark Hamill,Samantha Womack,Jonno Davies,Jack Davenport,Adrian Quinton,Alex Nikolov,Velibor Topic,Geoff Bell,Jordan Long,Theo Barklem-Biggs,Tobi Bakare,Morgan Watkins,Paul Kennington"
Prometheus,3.2,124,2:04,"English,Scottish Gaelic, Gaelic",Ridley Scott,2012,"Science Fiction,Adventure,Mystery",UK,21654,253563,"Noomi Rapace,Michael Fassbender,Logan Marshall-Green,Charlize Theron,Idris Elba,Guy Pearce,Sean Harris,Rafe Spall,Kate Dickie,Benedict Wong,Emun Elliott,Patrick Wilson,Ian Whyte,Lucy Hutchinson,Branwell Donaghey,Vladimir Furdik"
Groundhog Day,3.81,101,1:41,"English,French,Italian",Harold Ramis,1993,"Comedy,Fantasy,Romance,Drama",USA,26660,340546,"Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,Brian Doyle-Murray,Angela Paton,Rick Ducommun,Rick Overton,Robin Duke,Willie Garson,Ken Hudson Campbell,Michael Shannon"
Batman Returns,3.58,126,2:06,English,Tim Burton,1992,"Fantasy,Action",USA,27245,225379,"Michael Keaton,Michelle Pfeiffer,Danny DeVito,Christopher Walken,Michael Gough,Pat Hingle,Michael Murphy,Cristi Conaway,Andrew Bryniarski,Vincent Schiavelli,Steve Witting,Jan Hooks,John Strong,Rick Zumwalt,Anna Katarina,Gregory Scott Cummins,Erika Andersch,Travis McKenna,Doug Jones,Branscombe Richmond"
Spirited Away,4.48,125,2:05,Japanese,Hayao Miyazaki,2001,"Fantasy,Animation,Family",Japan,93102,1043100,"Rumi Hiiragi,Miyu Irino,Mari Natsuki,Bunta Sugawara,Akio Nakamura,Yumi Tamai,Ryunosuke Kamiki,Takashi Naito,Yasuko Sawaguchi,Tsunehiko Kamijô,Takehiko Ono,Tatsuya Gashûin,Yo Oizumi,Ken Yasuda,Koba Hayashi,Shigeru Wakita,Shiro Saito,Michiko Yamamoto,Keiko Tsukamoto"
American Psycho,3.94,102,1:42,"English,Spanish,Cantonese",Mary Harron,2000,"Drama,Thriller,Crime",Canada,150984,1078815,"Christian Bale,Willem Dafoe,Jared Leto,Josh Lucas,Samantha Mathis,Matt Ross,Bill Sage,Chloë Sevigny,Cara Seymour,Justin Theroux,Guinevere Turner,Reese Witherspoon,Krista Sutton,Reg E. Cathey,Anthony Lemke,Stephen Bogaert,Monika Meier,Blair Williams,Marie Dame"
Pinocchio,3.47,88,1:28,English,Ben Sharpsteen,1940,"Animation,Family",USA,10138,161162,"Dickie Jones,Cliff Edwards,Christian Rub,Evelyn Venable,Walter Catlett,Mel Blanc,Charles Judels,Frankie Darro,Don Brodie,Marion Darlington,John McLeish,Patricia Page,Thurl Ravenscroft"
Avengers: Age of Ultron,3.14,141,2:21,English,Joss Whedon,2015,"Science Fiction,Action,Adventure",USA,44500,746035,"Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans,Scarlett Johansson,Jeremy Renner,James Spader,Samuel L. Jackson,Don Cheadle,Aaron Taylor-Johnson,Elizabeth Olsen,Paul Bettany,Cobie Smulders,Anthony Mackie,Hayley Atwell,Idris Elba,Linda Cardellini,Stellan Skarsgård,Claudia Kim,Thomas Kretschmann,Andy Serkis,Julie Delpy,Stan Lee,Henry Goodman,Chris Luca,Brian Schaeffer,Dominique Provost-Chalkley,Isaac Andrews"
Baby Driver,3.76,113,1:53,English,Edgar Wright,2017,"Crime,Action",UK,89280,1086890,"Ansel Elgort,Kevin Spacey,Lily James,Jon Hamm,Jamie Foxx,Eiza González,Jon Bernthal,Flea,CJ Jones,Sky Ferreira,Lanny Joon,R. Marcos Taylor,Micah Howard,Morgan Brown,Morse Diggs,Lance Palmer,Hudson Meek,Viviana Chavez,Hal Whiteside,Clay Donahue Fontenot,Brigitte Kali Canales,Patrick R. Walker,Ben VanderMey,David Robert Lewis,Big Boi,Killer Mike"
The Fly,3.94,96,1:36,English,David Cronenberg,1986,"Science Fiction,Horror",Canada,34369,197814,"Jeff Goldblum,Geena Davis,John Getz,Joy Boushel,Leslie Carlson,George Chuvalo,Michael Copeman,David Cronenberg,Carol Lazare,Shawn Hewitt,Typhoon"
Birdman or (The Unexpected Virtue of Ignorance),3.92,120,2:00,English,Alejandro González Iñárritu,2014,"Comedy,Drama",USA,45136,585047,"Michael Keaton,Emma Stone,Zach Galifianakis,Edward Norton,Andrea Riseborough,Amy Ryan,Naomi Watts,Lindsay Duncan,Merritt Wever,Jeremy Shamos,Damian Young,Bill Camp,Kenny Chin,Jamahl Garrison-Lowe,Katherine O'Sullivan,Keenan Shimizu,Akira Ito,Natalie Gold,Michael Siberry,Clark Middleton"
Casino Royale,3.94,144,2:24,"English,French",Martin Campbell,2006,"Action,Adventure,Thriller",Bahamas,38494,373301,"Daniel Craig,Eva Green,Mads Mikkelsen,Judi Dench,Jeffrey Wright,Giancarlo Giannini,Caterina Murino,Simon Abkarian,Isaach De Bankolé,Jesper Christensen,Ivana Miličević,Tobias Menzies,Claudio Santamaria,Sébastien Foucan,Malcolm Sinclair,Richard Sammel,Ludger Pistor,Joseph Millson,Darwin Shaw,Clemens Schick,Emmanuel Avena,Tom Chadbon,Ade"
La La Land,3.99,129,2:09,English,Damien Chazelle,2016,"Music,Drama,Romance,Comedy",USA,173444,1188320,"Ryan Gosling,Emma Stone,John Legend,Rosemarie DeWitt,J.K. Simmons,Amiée Conn,Terry Walters,Thom Shelton,Cinda Adams,Callie Hernandez,Jessica Rothe,Sonoya Mizuno,Claudine Claudio,Jason Fuchs,D.A. Wallach,Trevor Lissauer,Olivia Hamilton,Anna Chazelle,Marius de Vries,Finn Wittrock,Josh Pence,Nicole Coulon,Damon Gupton,Christopher Michael Stevens,Keith Harris,Kaveh Rastegar,Briana Lee,David Douglas,Miles Anderson,Bobo Chang,Meagen Fay,John Hindman,Valarie Rae Miller,Nicole Wolf,Corrin Evans,Kiff VandenHeuvel,Tom Everett Scott,Hemky Madera,Zoë Hall,Dempsey Pappion,Sandra Rosko,Reshma Gajjar,Candice Coke,Hunter Hamilton,Damian Gomez,Amanda Balen,Dominic Chaiduang,Cindera Che,Chris Moss,Marissa Labog"
Masterminds,2.59,94,1:34,"English,Spanish",Jared Hess,2016,"Action,Crime,Comedy",USA,3228,26879,"Zach Galifianakis,Owen Wilson,Kristen Wiig,Kate McKinnon,Leslie Jones,Jason Sudeikis,Mary Elizabeth Ellis,Ken Marino,Karsten Friske,Dallas Edwards,Devin Ratray,Jon Daly,Ross Kimball,Jordan Israel,Njema Williams,Rhoda Griffis,Jill Jane Clements,Barry Ratcliffe,Kerry Rossall,Tyler Craig,Daniel Zacapa,Tom Werme,Nils Cruz,Michael Fraguada,Christian Gonzalez,Candace Blanchard,Shelton Grant,Laura Palka,Reegus Flenory,Wynn Reichert,Joseph S. Wilson"
Ferris Bueller's Day Off,3.96,103,1:43,English,John Hughes,1986,Comedy,USA,47669,542517,"Matthew Broderick,Alan Ruck,Mia Sara,Jeffrey Jones,Jennifer Grey,Cindy Pickett,Lyman Ward,Edie McClurg,Charlie Sheen,Ben Stein,Del Close,Virginia Capers,Richard Edson,Larry Jenkins,Kristy Swanson,Lisa Bellard,Max Perlich,Scott Coffey"
The Edge of Seventeen,3.62,105,1:45,English,Kelly Fremon Craig,2016,"Comedy,Drama",USA,45985,336653,"Hailee Steinfeld,Haley Lu Richardson,Blake Jenner,Woody Harrelson,Kyra Sedgwick,Hayden Szeto,Alexander Calvert,Eric Keenleyside,Nesta Cooper,Meredith Monroe,Katie Stuart,Lina Renna,Christian Michael Cooper,Ava Grace Cooper"
28 Days Later,3.72,113,1:53,"English,Spanish",Danny Boyle,2002,"Horror,Science Fiction,Thriller",UK,23900,246089,"Cillian Murphy,Naomie Harris,Brendan Gleeson,Megan Burns,Christopher Eccleston,Noah Huntley,Christopher Dunne,Emma Hitching,Luke Mably,Stuart McQuarrie,Ricci Harnett,Leo Bill"
The Lobster,3.78,118,1:58,"English,French,Greek (modern)",Yorgos Lanthimos,2015,"Drama,Romance,Comedy",France,55193,445476,"Colin Farrell,Rachel Weisz,Jessica Barden,Olivia Colman,Ashley Jensen,Ariane Labed,Angeliki Papoulia,John C. Reilly,Léa Seydoux,Michael Smiley,Ben Whishaw,Jacqueline Abrahams,Roger Ashton-Griffiths,Anthony Dougall,Sean Duggan,Roland Ferrandi,James Finnegan"
Suicide Squad,2.12,123,2:03,"English,Japanese,Spanish",David Ayer,2016,"Adventure,Action,Fantasy",USA,42969,655530,"Will Smith,Jared Leto,Margot Robbie,Joel Kinnaman,Viola Davis,Jai Courtney,Jay Hernandez,Adewale Akinnuoye-Agbaje,Cara Delevingne,Ike Barinholtz,Scott Eastwood,Adam Beach,Karen Fukuhara,Common,David Harbour,Jim Parrack,Alex Meraz,Corina Calderon,Ben Affleck,Ezra Miller,Robin Atkin Downes,Shailyn Pierre-Dixon,Matt Baram,Alain Chanoine,Ted Whittall,Michael Murray,Jaime FitzSimons,Christopher Dyson,Bambadjan Bamba,Robert B. Kennedy,Billy Otis,James McGowan,Derek Perks,Aidan Devine,Andrew Bee,Clive McLean,Frank J. Zupancic,Kent Sheridan,Roger Shank,Dwight Ireland,Amanda Brugel,Peter Tufford Kennedy,Rosemary De Los Santos,Kevin Hanchard,Joel Lacoursiere,Jameson Kraemer,Ho Chow,Birgitte Solem,Kevin Vance"
Greed,4.03,140,2:20,English,Erich von Stroheim,1924,"Drama,Crime",USA,1072,6801,"Zasu Pitts,Gibson Gowland,Jean Hersholt,Dale Fuller,Tempe Pigott,Sylvia Ashton,Chester Conklin,Joan Standing,Jack Curtis,James F. Fulton,Florence Gibson,Cesare Gravina,Frank Hayes,Austen Jewell"
Videodrome,3.86,88,1:28,English,David Cronenberg,1983,"Science Fiction,Horror,Mystery",Canada,31340,147182,"James Woods,Sonja Smits,Debbie Harry,Peter Dvorsky,Leslie Carlson,Jack Creley,Lynne Gorman,Julie Khaner,Reiner Schwarz,David Bolt,Lally Cadeau,Henry Gomez"
The Bling Ring,2.86,90,1:30,English,Sofia Coppola,2013,"Crime,Drama",France,23577,132840,"Katie Chang,Emma Watson,Taissa Farmiga,Claire Julien,Israel Broussard,Leslie Mann,Georgia Rock,Carlos Miranda,Gavin Rossdale,Stacy Edwards,G. Mac Brown,Marc Coppola,Janet Song,Annie Fitzgerald,Lorenzo Hunt,Timothy Starks,Rich Ceraulo Ko,Joe Nieves,Nelson Rockford,Doug DeBeech,Erin Daniels"
Ex Machina,3.97,108,1:48,English,Alex Garland,2014,"Drama,Science Fiction",UK,55970,623678,"Domhnall Gleeson,Alicia Vikander,Oscar Isaac,Sonoya Mizuno,Corey Johnson,Claire Selby,Symara A. Templeman,Gana Bayarsaikhan,Tiffany Pisani,Elina Alminas,Chelsea Li,Dan Pappaspanos"
The Empire Strikes Back,4.39,124,2:04,English,Irvin Kershner,1980,"Science Fiction,Adventure,Action",USA,57940,790906,"Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Anthony Daniels,David Prowse,Peter Mayhew,Kenny Baker,Frank Oz,Alec Guinness,Jeremy Bulloch,Jason Wingreen,John Hollis,Jack Purvis,Des Webb,Kathryn Mullen,Marjorie Eaton,Clive Revill,Kenneth Colley,Julian Glover,Michael Sheard,Michael Culver,John Dicks,Milton Johns,Mark Jones,Oliver Maguire,Robin Scobey,Bruce Boa,Christopher Malcolm,Denis Lawson"
Green Room,3.69,95,1:35,English,Jeremy Saulnier,2015,"Crime,Horror,Thriller",USA,29698,203026,"Anton Yelchin,Imogen Poots,Alia Shawkat,Joe Cole,Callum Turner,Patrick Stewart,Mark Webber,Eric Edelstein,Macon Blair,Kai Lennox,David W. Thompson,Michael Draper,Andy Copeland,Brent Werzner,Lj Klink"
Bram Stoker's Dracula,3.64,128,2:08,"English,Latin,Romanian,Bulgarian,Greek (modern)",Francis Ford Coppola,1992,"Romance,Horror",USA,26969,156543,"Gary Oldman,Winona Ryder,Keanu Reeves,Anthony Hopkins,Sadie Frost,Cary Elwes,Richard E. Grant,Billy Campbell,Tom Waits,Monica Bellucci,Florina Kendrick,Michaela Bercu,Jay Robinson,I.M. Hobson,Laurie Franks,Maud Winchester,Octavian Cadia,Robert Getz"
The Love Witch,3.59,121,2:01,English,Anna Biller,2016,"Comedy,Horror,Fantasy,Romance",USA,25360,92390,"Samantha Robinson,Gian Keys,Laura Waddell,Jeffrey Vincent Parise,Jared Sanford,Robert Seeley,Jennifer Ingrum,Randy Evans,Clive Ashborn,Lily Holleman,Jennifer Couch,Stephen Wozniak,April Showers,Giselle DaMier,Elle Evans,Fair Micaela Griffin,Dani Lennon,Gina Venditti,Frank Farmer,Kyle Derek,Alisha Honoré,Christopher LeCrenn,Neil Gillen,Amy Segal,Jacob Peacock,Ron Kari,Robert Michael Anderson,Jacklyn Chung-Young"
Mean Streets,3.66,112,1:52,"English,Italian",Martin Scorsese,1973,"Drama,Crime",USA,12604,99760,"Robert De Niro,Harvey Keitel,David Proval,Amy Robinson,Richard Romanus,Cesare Danova,Victor Argo,George Memmoli,Lenny Scaletta,Jeannie Bell,Murray Moston"
Don't Breathe,3.37,89,1:29,English,Fede Álvarez,2016,"Horror,Thriller",USA,22249,253658,"Stephen Lang,Jane Levy,Dylan Minnette,Daniel Zovatto,Emma Bercovici,Franciska Törőcsik,Christian Zagia,Katia Bokor,Sergej Onopko,Olivia Gillies,Dayna Clark"
Clash of the Titans,3.29,118,1:58,"English,Portuguese,Spanish",Desmond Davis,1981,"Action,Family,Adventure,Fantasy",USA,2211,19679,"Harry Hamlin,Judi Bowker,Burgess Meredith,Maggie Smith,Ursula Andress,Claire Bloom,Siân Phillips,Flora Robson,Laurence Olivier,Tim Pigott-Smith,Neil McCarthy,Susan Fleetwood"
Ghost in the Shell,2.64,107,1:47,"English,Japanese",Rupert Sanders,2017,"Crime,Thriller,Mystery,Action,Science Fiction",China,10847,120132,"Scarlett Johansson,Takeshi Kitano,Michael Pitt,Pilou Asbæk,Chin Han,Juliette Binoche,Peter Ferdinando,Rila Fukushima,Daniel Henshall,Yutaka Izumihara,Anamaria Marinca,Kaori Momoi,Lasarus Ratuere,Danusia Samal,Tawanda Manyimo,Mana Hira Davis,Erroll Anderson,Kai Fung Rieck"
Halloween,3.9,91,1:31,English,John Carpenter,1978,"Thriller,Horror",USA,73610,437473,"Donald Pleasence,Jamie Lee Curtis,Nancy Kyes,P.J. Soles,Charles Cyphers,Kyle Richards,Brian Andrews,John Michael Graham,Nancy Stephens,Arthur Malet,Mickey Yablans"
La Haine,4.4,98,1:38,French,Mathieu Kassovitz,1995,Drama,France,37491,225982,"Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,Abdel Ahmed Ghili,Souleymane Dicko,Joseph Momo,Héloïse Rauth,Rywka Wajsbrot,Olga Abrego,Laurent Labasse,Choukri Gabteni,Nabil Ben Mhamed,Benoît Magimel,Médard Niang,Arash Mansour,Abdel-Moulah Boujdouni,Mathilde Vitry,Christian Moro,Édouard Montoute,JiBi,Félicité Wouassi"
Peter Pan,3.48,77,1:17,English,Hamilton Luske,1953,"Adventure,Family,Fantasy,Animation",USA,7445,139702,"Bobby Driscoll,Kathryn Beaumont,Hans Conried,Bill Thompson,Heather Angel,Paul Collins,Tommy Luske,Candy Candido,Tom Conway,June Foray,Margaret Kerry,Jeffrey Silver"
Rififi,4.15,118,1:58,"French,English,Italian",Jules Dassin,1955,"Drama,Action,Crime",France,4312,26003,"Jean Servais,Carl Möhner,Robert Manuel,Janine Darcey,Pierre Grasset,Robert Hossein,Marcel Lupovici,Dominique Maurin,Magali Noël,Marie Sabouret,Claude Sylvain"
Ingrid Goes West,3.39,97,1:37,English,Matt Spicer,2017,"Drama,Comedy",USA,23718,110119,"Aubrey Plaza,Elizabeth Olsen,O'Shea Jackson Jr.,Wyatt Russell,Billy Magnussen,Pom Klementieff,Joseph Breen,Hannah Pearl Utt,Angelica Amor,Meredith Hagner,Charlie Wright,Dennis Atlas,Jay Weingarten"
The Dark Crystal,3.61,93,1:33,English,Frank Oz,1982,"Family,Fantasy,Animation,Adventure",UK,7904,50805,"Jim Henson,Kathryn Mullen,Frank Oz,Dave Goelz,Steve Whitmire,Louise Gold,Brian Meehl,Stephen Garlick,Lisa Maxwell,Billie Whitelaw,Percy Edwards,Barry Dennen,Deep Roy,Kiran Shah,Jack Purvis,Bob Payne"
